id,baseDomain,originAttributes,name,value,host,path,expiry,lastAccessed,creationTime,isSecure,isHttpOnly,inBrowserElement,sameSite
76,smart4ads.com,,S4A_PV[34eb6eb5],f198f3d41531346751,www.smart4ads.com,/,1533938751,1531346750541000,1531346750541000,0,0,0,0
77,publicidees.com,,IC,eJwzNjcwqk6xMjQ1NjQ2MTM3NaopgXBMDYyBnIJyK2MzQ0OzmoIiK0sLQ1PLmuQkq5rkFKtaAKdmD8w,tracking.publicidees.com,/,1562882752,1531346753021000,1531346753021001,0,0,0,0
78,publicidees.com,,WUC,eJxFzD0KgDAMBtAj2fi1iclt-gtuIoJD27srODi-5UHc2otRAMGzhHVcH4LDi-M2MBGP4zTdKOjIyUYuNvfurFUfq0REkDKKSBKviXLlVtTBL387H--NHMU,tracking.publicidees.com,/,1562882752,1531346753021000,1531346753021002,0,0,0,0
88,serving-sys.com,,D3,,.serving-sys.com,/,1539108355,1531346755673000,1531346755673000,0,0,0,0
92,smartadserver.com,,TestIfCookieP,ok,.smartadserver.com,/,1565561157,1531346757592000,1531346753068002,0,0,0,0
93,smartadserver.com,,pbw,%24b%3d12610%3b%24o%3d11061%3b%24sw%3d1920%3b%24sh%3d1200,.smartadserver.com,/,1565561157,1531346757592000,1531346753068003,0,0,0,0
94,smartadserver.com,,pid,2916398597409645324,.smartadserver.com,/,1565561157,1531346757592000,1531346757592004,0,0,0,0
95,smartadserver.com,,pdomid,12,.smartadserver.com,/,1565561157,1531346757592000,1531346757592005,0,0,0,0
96,smartadserver.com,,sasd2,q=%24qc%3d1314772262%3b%24ql%3dHigh%3b%24qpc%3d28223%3b%24qpp%3d%3b%24qt%3d228_1439_10883t%3b%24dma%3d0&c=1&l=-512556614&lo=907173172&lt=636669507571562068,.smartadserver.com,/,1531433157,1531346757592000,1531346753068004,0,0,0,0
97,smartadserver.com,,sasd,%24qc%3d1314772262%3b%24ql%3dHigh%3b%24qpc%3d28223%3b%24qpp%3d%3b%24qt%3d228_1439_10883t%3b%24dma%3d0,.smartadserver.com,/,1531433157,1531346757592000,1531346753068005,0,0,0,0
98,smartadserver.com,,dyncdn,2,.smartadserver.com,/,1531433157,1531346757592000,1531346753068007,0,0,0,0
99,smartadserver.com,,csfq,1,.smartadserver.com,/,1531347057,1531346757592000,1531346757592010,0,0,0,0
100,yabidos.com,,__cfduid,d84b32b57ad7a4769414075cfb64f692d1531346758,.yabidos.com,/,1562882758,1531346758793000,1531346758793000,0,1,0,0
107,mathtag.com,,uuid,89fa5b46-7186-4600-935f-c1eef625258f,.mathtag.com,/,1565301960,1531346760977000,1531346760977000,0,0,0,0
108,adform.net,,uid,3084968654380842531,.adform.net,/,1536530760,1531346761320000,1531346761320000,0,0,0,0
113,bidswitch.net,,c,1531346761,.bidswitch.net,/,1562882761,1531346761413000,1531346761413003,0,0,0,0
117,theadtech.com,,eadspuid,eyJlYV9kc3BfdWlkIjoiSEpfTS1MSi1OWG0iLCJ2IjoiMS4yIn0=,pixels.dsp.theadtech.com,/,1539122761,1531346761554000,1531346761554000,0,0,0,0
118,theadtech.com,,eadspuid.sig,LCXuK0IVvblbV6SH0Vrgb2h4f_g,pixels.dsp.theadtech.com,/,1539122761,1531346761554000,1531346761554001,0,0,0,0
119,omnitagjs.com,,ayl_visitor,d369dfa7ca89042b3eb9610a5a01ae46,.omnitagjs.com,/,1533938761,1531346761616000,1531346761616000,0,0,0,0
120,taboola.com,,t_gid,60bdd539-dd25-4c57-a8a6-cd8e7a98500b-tuct24004c9,.taboola.com,/,1562882761,1531346761663000,1531346761663000,0,0,0,0
121,taboola.com,,taboola_usg,GgQQr8dB,.taboola.com,/,1562882761,1531346761663000,1531346761663001,0,0,0,0
122,contextweb.com,,sto-id-20480-bh,DHANNMAKJBBP,.contextweb.com,/,1531347660,1531346761679000,1531346761679000,0,0,0,0
123,taggify.net,,Tagg_77685_405083600373,1,sync.taggify.net,/,1562882761,1531346761757000,1531346761757000,0,0,0,0
124,sitescout.com,,ssi,71c54127-dfa7-4bb8-9a8d-471afc8a3612,.sitescout.com,/,1562882761,1531346761819000,1531346761819000,0,0,0,0
125,sitescout.com,,_ssum,eyI0IjoxNTMxMzQ2NzYxNjA0LCI3IjoxNTMxMzQ2NzYxNjA0fQ,.sitescout.com,/,1533938761,1531346761819000,1531346761819001,0,0,0,0
128,adotmob.com,,uid,022c2204016b4999b0b9134d,.adotmob.com,/,1565474761,1531346761866000,1531346761866000,0,0,0,0
129,adotmob.com,,uuid,022c2204016b4999b0b9134d,.adotmob.com,/,1565474761,1531346761866000,1531346761866001,0,0,0,0
130,adotmob.com,,partners,SMA%3A1531346761653,.adotmob.com,/,1565474761,1531346761866000,1531346761866002,0,0,0,0
131,zemanta.com,,zuid,k4sUUOOOxOI0yv_TAvwv,.zemanta.com,/,1562882761,1531346761897000,1531346761897000,0,0,0,0
135,bidswitch.net,,tuuid,e673a2f0-3f7b-45aa-8bff-15ff1615d7fa,.bidswitch.net,/,1562882762,1531346762989000,1531346761413001,0,0,0,0
136,bidswitch.net,,tuuid_lu,1531346762,.bidswitch.net,/,1562882762,1531346762989000,1531346761413002,0,0,0,0
142,mathtag.com,,uuidc,GyNw6PvJbQhrAG6HEPRYP/4a37n7gAgzrbVxnj/OXQQxnVpPxTTEO4pQrWZLj0gT+znzyTOG+4V0y04iCVrx/j+DOALBJITJyjD/T9ah804=,.mathtag.com,/,1565301962,1531346763128000,1531346763128000,0,0,0,0
149,pubmatic.com,,KTPCACOOKIE,YES,.pubmatic.com,/,1539122763,1531351425181000,1531346762349000,0,0,0,0
153,pubmatic.com,,KADUSERCOOKIE,B1F13DDD-D8C2-4918-9958-20E17829FBD3,.pubmatic.com,/,1539122764,1531351425181000,1531346764267000,0,0,0,0
154,pubmatic.com,,DPSync2,1533859200%3A198%7C1531353600%3A174%7C1532476800%3A197_201,.pubmatic.com,/,1539122764,1531351425181000,1531346764267001,0,0,0,0
155,pubmatic.com,,SyncRTB2,1532476800%3A54_46_8_3_21_81_56_7_161%7C1532131200%3A63,.pubmatic.com,/,1539122764,1531351425181000,1531346764267002,0,0,0,0
156,turn.com,,rrs,1%7C2%7C3%7C6%7C9%7C13%7C15%7C16%7C17%7C18%7C20%7C21%7C23%7C26%7C28%7C33%7C34%7C37%7C40%7C41%7C45%7C47%7C49,.turn.com,/,1546898764,1531346764278000,1531346764278000,0,0,0,0
157,turn.com,,rds,17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724%7C17724,.turn.com,/,1546898764,1531346764278000,1531346764278001,0,0,0,0
158,turn.com,,rv,1,.turn.com,/,1546898764,1531346764278000,1531346764278002,0,0,0,0
159,bidr.io,,bito,AAdT6E62jP8AAB_N1vejRw,.bidr.io,/,1924948799,1531346764510000,1531346764510000,0,0,0,0
160,stickyadstv.com,,UID,dd7921b20c776926451b36689d94c6,ads.stickyadstv.com,/,1533938764,1531346764530000,1531346764530000,0,0,0,0
161,fwmrm.net,,_uid,"""d026_6577084270215886497""",.fwmrm.net,/,1562882764,1531346764645000,1531346764645000,0,0,0,0
173,id5-sync.com,,id5,168a55f6-5d63-4d55-b096-d66006249820,.id5-sync.com,/,1539122764,1531346764938000,1531346763701000,0,0,0,0
174,id5-sync.com,,3pi,102#1531346764749#1271139150,.id5-sync.com,/,1539122764,1531346764938000,1531346764938001,0,0,0,0
175,id5-sync.com,,cf,"""""",.id5-sync.com,/,1539122764,1531346764938000,1531346764938002,0,0,0,0
176,id5-sync.com,,cip,"""""",.id5-sync.com,/,1539122764,1531346764938000,1531346764938003,0,0,0,0
177,id5-sync.com,,cnac,"""""",.id5-sync.com,/,1539122764,1531346764938000,1531346764938004,0,0,0,0
178,id5-sync.com,,car,"""""",.id5-sync.com,/,1539122764,1531346764938000,1531346764938005,0,0,0,0
179,demdex.net,,demdex,82120011466071254610182978570815207376,.demdex.net,/,1546898764,1531346764951000,1531346763373000,0,0,0,0
180,demdex.net,,dpm,82120011466071254610182978570815207376,.dpm.demdex.net,/,1546898764,1531346764951000,1531346764951001,0,0,0,0
182,basebanner.com,,cicouid,CM_60bdd539-dd25-4c57-a8a6-cd8e7a98500b-tuct24004c9,.basebanner.com,/,1562882764,1531346764976000,1531346764976000,0,0,0,0
184,videohub.tv,,UIXX_UPDT,"""UITT=1531346764907""",.videohub.tv,/,1562882764,1531346765141000,1531346765141000,0,0,0,0
185,videohub.tv,,uid,7667508948448241043,.videohub.tv,/,1562882764,1531346765141000,1531346765141001,0,0,0,0
187,skimresources.com,,skimCSP,"""pbin:1531346765""",.skimresources.com,/,1562882765,1531346765264000,1531346765264000,0,0,0,0
188,skimresources.com,,skimGUID,aa92bc73df85c9b74a449ae318dda362,.skimresources.com,/,1562882765,1531346765264000,1531346765264001,0,0,0,0
191,spotxchange.com,,audience,99fb273d-8556-11e8-a0e3-1f4f48b80c06,.spotxchange.com,/,1562882765,1531346765273000,1531346763385000,0,0,0,0
197,adscale.de,,uu,429751531346765162,.adscale.de,/,1562682765,1531346765433000,1531346765433000,0,0,0,0
199,serving-sys.com,,C6,,.serving-sys.com,/,1539108365,1531346765557000,1531346765557000,0,0,0,0
201,serving-sys.com,,eyeblaster,RES=32768,.bs.serving-sys.com,/,1539108365,1531346765557000,1531346765557002,0,0,0,0
202,yieldlab.net,,id,ab7f3634-ee42-405a-9da7-da7720b7a1e5,.yieldlab.net,/,1562882765,1531346765585000,1531346765585000,0,0,0,0
203,serving-sys.com,,S_25141579,8798588643909140417,bs.serving-sys.com,/serving/,1531476360,1531346765638000,1531346765638000,0,0,0,0
204,serving-sys.com,,A6,03abtAp8j+000L9k000000000,.serving-sys.com,/,1539108360,1531346765639000,1531346765556000,0,0,0,0
207,quantserve.com,,d,ENUBDgGWG4EO-TA,.quantserve.com,/,1539122765,1531351465784000,1531346754596000,0,0,0,0
208,pubmatic.com,,KRTBCOOKIE_22,14911-pcv:1|uid:7667508948448241043&KRTB&16087-pcv:1|uid:7667508948448241043,.pubmatic.com,/,1533938765,1531351425181000,1531346765770000,0,0,0,0
211,teads.tv,,tt_viewer,0e5d69f4-65b4-469a-bd44-0aa01560b035,.teads.tv,/,1562796365,1531346765771000,1531346765771000,0,0,0,0
214,adsrvr.org,,TDID,4b3d53cb-8d3a-48e3-8aed-f94cecc1d384,.adsrvr.org,/,1562882765,1531346765779000,1531346761835000,0,0,0,0
215,adsrvr.org,,TDCPM,CAESFwoIcHVibWF0aWMSCwjiwdT-kOGzNhAFGAEgASgCMgsI4rnXq6fhszYQBTgBWghwdWJtYXRpY2AC,.adsrvr.org,/,1562882765,1531346765780000,1531346761835001,0,0,0,0
216,bidtheatre.com,,__kuid,9bf9af29-4e69-4cc8-b674-f4003b3641c9.300560765,.match.adsby.bidtheatre.com,/,1531951565,1531346765784000,1531346765784000,0,0,0,0
217,rfihub.com,,rud,H4sIAAAAAAAAAOMSMjO2MDQ3MTQ1sTAAQjMTAyMhPkPdQBcDp_Bci8hSt8piKV5DU2NDYxMzczNjQ1NDAPtbSJAzAAAA,.rfihub.com,/,1565042765,1531346765791000,1531346763345000,0,0,0,0
218,rfihub.com,,eud,H4sIAAAAAAAAANvEyGtoamxobGJmbmZqamn6C4lvbGhquIoFwTcxtTAGADz92NkwAAAA,.rfihub.com,/,1565042765,1531346765791000,1531346763345002,0,0,0,0
219,lijit.com,,ljt_reader,8e3b17ed6ba35e24a8a683c7,.lijit.com,/,1562882765,1531346765983000,1531346765983000,0,0,0,0
220,atemda.com,,UM1,NwAAAB-LCAAAAAAAAAvjMuXgETLkEjY3MzM3NbCwNLEwMbEwMjE0MDEW4ub4dOTQnLmPN5sJsEqBOPdePj--BcjRYgAAEfophzcAAAA1,.atemda.com,/,1536530765,1531346766015000,1531346766015005,0,0,0,0
221,atemda.com,,vi,c058b65902e64cd480cd717fdd8b4901,.atemda.com,/,1536530765,1531346766015000,1531346766015006,0,0,0,0
222,atemda.com,,fid,119c2b613d860effe3891e170d221834,.atemda.com,/,1536530765,1531346766015000,1531346766015007,0,0,0,0
223,glotgrx.com,,__cfduid,dbacfefe061c2823dda79891f29ff924c1531346766,.glotgrx.com,/,1562882766,1531346766417000,1531346766417000,0,1,0,0
228,casalemedia.com,,CMRUM3,825b467f4e2760AAdT6E62jP8AAB_N1vejRw&045b467f4d27607667508948448241043&1c5b467f4c2760bdc3283d-126e-4e80-81b1-af8dae7d9a6f&035b467f4c276089fa5b46-7186-4600-935f-c1eef625258f&395b467f4c2760638174154808086402&495b467f4805a00&2d5b467f4c2760CAESEMB6JDpDlToXso02Bu0Ho9o&6f5b467f4c27603084968654380842531,.casalemedia.com,/,1562882766,1531351102794000,1531346760852005,0,0,0,0
229,smartclip.net,,psyn,17723.D28,.sxp.smartclip.net,/,1533938766,1531346766683000,1531346766683000,0,0,0,0
230,smartclip.net,,uuid,cdf2d056-b73c-4f8c-86c6-1a8b132dae74,.sxp.smartclip.net,/,1533938766,1531346766683000,1531346764738000,0,0,0,0
231,pinterest.com,,_pinterest_cm,TWc9PSZkd1I1RzZKc0dyYi9pZ3VuTnRnWVMyVFg2NDEwMUk2bElDZEJuUjZZQUU2ZHFoemxFckl2M2ovcndYZ0taNXEzUHpzUENZUGRnQzUzcjlGdlJYdWpnUnNDV0pzU3hjTzRKVmQ5NVVPTFozMThxU2wxazUvTEpRZ1FSV1BiQ2l5UyZESURuV29QTytFVHIvS2c5Wk1wckVGR0RwZWM9,.pinterest.com,/,1562882766,1531347138260000,1531346766716000,0,0,0,0
232,experianmarketingservices.digital,,tuuid,e673a2f0-3f7b-45aa-8bff-15ff1615d7fa,serving.experianmarketingservices.digital,/,1594418766,1531346766790000,1531346766790000,0,0,0,0
233,experianmarketingservices.digital,,tuuid_last_update,1531346766,serving.experianmarketingservices.digital,/,1594418766,1531346766790000,1531346766790001,0,0,0,0
234,experianmarketingservices.digital,,um,"!1,e673a2f0-3f7b-45aa-8bff-15ff1615d7fa,300589566",serving.experianmarketingservices.digital,/,1594418766,1531346766790000,1531346766790002,0,0,0,0
236,dyntrk.com,,dyn_u,381_5b467f492548f_SX_99fb273d-8556-11e8-a0e3-1f4f48b80c06,.dyntrk.com,/,1562882766,1531346766944000,1531346761351000,0,0,0,0
238,smartadserver.com,,__qca,P0-195066071-1531346763919,.smartadserver.com,/,1565215566,1531346766982000,1531346766982000,0,0,0,0
239,adhigh.net,,gi_u,6IgBxLUpO4v,.adhigh.net,/,1562882767,1531346767088000,1531346767088000,0,0,0,0
242,turn.com,,uid,7667508948448241043,.turn.com,/,1546898767,1531346767265000,1531346761413006,0,0,0,0
243,pfrm.co,,sync_uid,cea25e82-60c1-479b-9c85-74764bb06204,sync.pfrm.co,/,1539122767,1531346767270000,1531346767270000,0,1,0,0
244,pubmatic.com,,KRTBCOOKIE_377,22918-4b3d53cb-8d3a-48e3-8aed-f94cecc1d384&KRTB&23031-4b3d53cb-8d3a-48e3-8aed-f94cecc1d384,.pubmatic.com,/,1539122767,1531351425181000,1531346767337000,0,0,0,0
245,pubmatic.com,,PugT,1531346767,.pubmatic.com,/,1533938767,1531351425181000,1531346765770001,0,0,0,0
246,pubmatic.com,,PUBMDCID,3,.pubmatic.com,/,1539122767,1531351425181000,1531346765770002,0,0,0,0
247,pubmatic.com,,KRTBCOOKIE_18,15546-638174154808086402&KRTB&22947-638174154808086402,.pubmatic.com,/,1539122767,1531351425181000,1531346767385000,0,0,0,0
248,pubmatic.com,,KRTBCOOKIE_391,22924-3084968654380842531,.pubmatic.com,/,1533938767,1531351425181000,1531346767467000,0,0,0,0
249,pubmatic.com,,KRTBCOOKIE_153,19420-tAp02bZRItusWHDZ51htiuAOeN2sUSPbuQuIVFFk&KRTB&22979-tAp02bZRItusWHDZ51htiuAOeN2sUSPbuQuIVFFk,.pubmatic.com,/,1539122767,1531351425181000,1531346767469000,0,0,0,0
250,pubmatic.com,,KRTBCOOKIE_80,16514-CAESEMqcfmhu2oiQ6ejE6Em69kM&KRTB&22987-CAESEMqcfmhu2oiQ6ejE6Em69kM&KRTB&22995-CAESEMqcfmhu2oiQ6ejE6Em69kM&KRTB&23025-CAESEMqcfmhu2oiQ6ejE6Em69kM,.pubmatic.com,/,1539122767,1531351425181000,1531346767471000,0,0,0,0
252,pubmatic.com,,KRTBCOOKIE_57,22767-2021466169954529502&KRTB&22776-2021466169954529502,.pubmatic.com,/,1539122767,1531351425181000,1531346767520000,0,0,0,0
253,pubmatic.com,,SPugT,1531346767,.pubmatic.com,/,1533938767,1531351425181000,1531346767532000,0,0,0,0
254,3lift.com,,tluid,15207928442466041114,.3lift.com,/,1539122767,1531346767681000,1531346765764000,0,0,0,0
255,360yield.com,,tuuid,60d0f993-862b-4ea9-abbd-bac98a1da7d8,ad.360yield.com,/,1539122767,1531346767697000,1531346765772000,0,0,0,0
256,360yield.com,,tuuid_last_update,1531346767,ad.360yield.com,/,1539122767,1531346767697000,1531346765772001,0,0,0,0
257,360yield.com,,um,"!4,Lhov2yy31cnFKbz89PugiB0eqi7FbbBsxxtMFVlytN4k,1539122767",ad.360yield.com,/,1539122767,1531346767697000,1531346767697002,0,0,0,0
258,360yield.com,,umeh,"!4,0,362797567,-1",ad.360yield.com,/,1539122767,1531346767697000,1531346767697003,0,0,0,0
259,adhigh.net,,bsw_sync,EXi,.adhigh.net,/,1562882767,1531346767734000,1531346767734000,0,0,0,0
261,tapad.com,,TapAd_TS,1531346766962,.tapad.com,/,1536530767,1531346767834000,1531346767154000,0,0,0,0
262,tapad.com,,TapAd_DID,9c3b6521-8556-11e8-8b88-0a580ad30104,.tapad.com,/,1536530767,1531346767835000,1531346767154001,0,0,0,0
263,smartadserver.com,,csync,86:2021466169954529502|113:OPTOUT|100:523b6c82-cefa-055e-3bb3-1a99af306658|111:3737669618283368|107:60bdd539-dd25-4c57-a8a6-cd8e7a98500b-tuct24004c9|31:e673a2f0-3f7b-45aa-8bff-15ff1615d7fa|69:DYNH4sIAAAAAAAEAwXByxGAMAgFwIqYgfDJow4v3hjR0H8J7iqkvC32WC43TF13ZU6vrR_BPUjkgB4-SjI2hga_HD9Hph1HOQAAAA**|68:71c54127-dfa7-4bb8-9a8d-471afc8a3612,.smartadserver.com,/,1565561167,1531346768024000,1531346763099000,0,0,0,0
264,pubmatic.com,,KRTBCOOKIE_466,16530-e673a2f0-3f7b-45aa-8bff-15ff1615d7fa&KRTB&16532-e673a2f0-3f7b-45aa-8bff-15ff1615d7fa,.pubmatic.com,/,1533938767,1531351425181000,1531346768063000,0,0,0,0
266,eventbrite.com,,mgrefby,"""https://laflecha.net/mas-de-600-desarrolladores-se-reuniran-en-madrid-en-el-mayor-evento-de-programadores-de-espana/""",.eventbrite.com,/,1562882774,1531346774219000,1531346774219000,1,1,0,0
267,eventbrite.com,,G,v%3D2%26i%3Dff71e2e2-999b-4b0b-afbe-290258435d8f%26a%3Da44%26s%3Dac8d702279454fbc201d331f041fb1723ff7af64,.eventbrite.com,/,1562882773,1531346774219000,1531346774219001,1,1,0,0
268,eventbrite.com,,ebEventToTrack,,.eventbrite.com,/,1533938773,1531346774219000,1531346774219002,1,1,0,0
269,eventbrite.com,,eblang,lo%3Den_US%26la%3Den-us,.eventbrite.com,/,1562882773,1531346774219000,1531346774219004,1,1,0,0
270,eventbrite.com,,AN,,.eventbrite.com,/,1533938773,1531346774219000,1531346774219005,1,1,0,0
271,eventbrite.com,,mgref,refsites,.eventbrite.com,/,1562882774,1531346774219000,1531346774219007,1,1,0,0
272,eventbrite.com,,csrftoken,a05f344c855611e8be8b7bd2a524e407,.eventbrite.com,/,1562796374,1531346774219000,1531346774219009,0,0,0,0
273,serving-sys.com,,u2,ff30053f-a48c-4865-8af6-03311172ea3a4kX08g,.serving-sys.com,/,1539108374,1531346774500000,1531346755673001,0,0,0,0
274,eventbrite.es,,cm,%5B45512786971%5D,.eventbrite.es,/,1533938774,1531347135109000,1531346775467001,0,0,0,0
275,eventbrite.es,,G,v%3D2%26i%3D7bd795ac-9b29-44e0-a733-2ba35cd49e03%26a%3Da44%26s%3D5aef9b60323467c4a16060b72557c5722ca78766,.eventbrite.es,/,1562882774,1531347135109000,1531346775467002,1,1,0,0
276,eventbrite.es,,mgaff45512786971,notadeprensa,.www.eventbrite.es,/,1531598399,1531347135109000,1531346775467004,0,1,0,0
277,eventbrite.es,,eblang,lo%3Des_ES%26la%3Des-es,.eventbrite.es,/,1562882774,1531347135109000,1531346775467005,1,1,0,0
278,eventbrite.es,,mgref,eafil,.www.eventbrite.es,/,1562882774,1531347135109000,1531346775467007,0,1,0,0
281,facebook.com,,fr,0EoHYFnHGPvyYZF7O..BbRn9a...1.0.BbRn9a.,.facebook.com,/,1539122778,1531351424699000,1531346778548000,1,1,0,0
283,eventbrite.es,,acceptedCookieHeader,true,www.eventbrite.es,/,1538344800,1531347135109000,1531346780302000,0,0,0,0
284,eventbrite.es,,AMP_TOKEN,%24NOT_FOUND,.eventbrite.es,/,1531350380,1531347135109000,1531346779186000,0,0,0,0
290,eventbrite.es,,ebcrumb,584241893434038230,.eventbrite.es,/,1531350400,1531347135109000,1531346802717000,0,1,0,0
295,eventbrite.es,,ebfp,8d85fe3449374e1b89f8728428ae92ce,www.eventbrite.es,/,1539986807,1531347135109000,1531346807475003,0,0,0,0
300,googleadservices.com,,Conversion,EhMIjMPc7YeY3AIVmhrTCh3UCAOYGAEg85_n6MCJ7NbfAUgBkAGtwI-alwWYAQCgAQCoAQCwAQA,www.googleadservices.com,/pagead/conversion/1071787441/,1539122928,1531346928947000,1531346928947000,0,0,0,0
301,eventbrite.es,,mgrefby,"""https://www.google.com/""",.eventbrite.es,/,1562882929,1531347135109000,1531346929524000,1,1,0,0
303,eventbrite.es,,mgref,"""sem0brd0ggl0es0ppca0eventbrite|eventbrite ex|200677526619""",.eventbrite.es,/,1562882929,1531347135109000,1531346929524005,1,1,0,0
308,optimizely.com,,end_user_id,oeu1531346930317r0.015506044064815816,.74640149.log.optimizely.com,/,1846706931,1531346931490000,1531346931490001,0,0,0,0
310,bing.com,,MUID,342B14466BB5608A2502186F6FB563B3,.bing.com,/,1565042931,1531346931724000,1531346931724000,0,0,0,0
311,bing.com,,MUIDB,1D1088C3582A65FD2B6A84EA599D6407,bat.bing.com,/,1565042931,1531346931724000,1531346931724001,0,1,0,0
315,eventbrite.es,,_gac_UA-141520-1,1.1531346932.EAIaIQobChMIkNzk7IeY3AIV05rVCh32YQcUEAAYASAAEgKyH_D_BwE,.eventbrite.es,/,1539122932,1531347135109000,1531346932176002,0,0,0,0
318,eventbrite.es,,_msuuid_8095t6t28384,144B2547-3FF8-4521-B7B1-D0B544BBD9D5,.eventbrite.es,/,1562882932,1531347135109000,1531346932239000,0,0,0,0
332,bizible.com,,_BUID,81dee1dd16f74674f9051ad924b995f6,.bizible.com,/,1562882933,1531346933658000,1531346933658000,0,0,0,0
335,bizibly.com,,_BUID,4f101cde17193a1071c0627a1dcabeb0,.bizibly.com,/,1562882934,1531346934360000,1531346934360000,0,0,0,0
345,eventbrite.es,,_biz_flagsA,%7B%22Version%22%3A1%2C%22Mkto%22%3A%221%22%2C%22XDomain%22%3A%221%22%2C%22ViewThrough%22%3A%221%22%2C%22Frm%22%3A%221%22%7D,.eventbrite.es,/,1562882951,1531347135109000,1531346933643002,0,0,0,0
362,eventbrite.es,,driftt_aid,4802284d-de48-43fc-8881-be840fcbd524,www.eventbrite.es,/,1594505354,1531347135109000,1531346954125000,0,0,0,0
365,eventbrite.es,,_mkto_trk,id:269-CEG-133&token:_mch-www.eventbrite.es-1531346932473-60474,.www.eventbrite.es,/,1594418955,1531347135109000,1531346932473000,0,0,0,0
367,eventbrite.es,,driftt_sid,98907ccf-acc7-4e21-a21a-82c90dabc65f,www.eventbrite.es,/,1531348757,1531347135109000,1531346957572000,0,0,0,0
368,eventbrite.es,,__d_mkto,true,www.eventbrite.es,/,1531348758,1531347135109000,1531346958290000,0,0,0,0
371,eventbrite.es,,janus_cp,v=1&signup_package_selection_2=1,.eventbrite.es,/,1531347271,1531347135109000,1531346971190003,0,0,0,0
